Coord_x (m);Coord_y (m);Punto de Vigilancia;Camara Gran Angular;Camara Angulo Estrecho;Sensor Volumetrico;Detector sismico;Detector humo
170.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;340.0;0.0;0.0;1.0;0.0;0.0;0.0
170.0;350.0;0.0;0.0;0.0;1.0;0.0;0.0
170.0;360.0;0.0;1.0;1.0;1.0;0.0;0.0
170.0;370.0;1.0;0.0;1.0;0.0;1.0;0.0
170.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;390.0;0.0;0.0;0.0;0.0;1.0;0.0
170.0;400.0;0.0;1.0;0.0;0.0;0.0;0.0
170.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;470.0;0.0;1.0;1.0;0.0;1.0;1.0
170.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
170.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
180.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
180.0;260.0;0.0;0.0;0.0;0.0;0.0;1.0
180.0;270.0;0.0;0.0;0.0;1.0;0.0;0.0
180.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;290.0;0.0;0.0;1.0;0.0;0.0;0.0
180.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;310.0;0.0;0.0;1.0;0.0;0.0;0.0
180.0;320.0;0.0;0.0;0.0;0.0;0.0;1.0
180.0;330.0;0.0;1.0;0.0;0.0;1.0;0.0
180.0;340.0;0.0;0.0;0.0;0.0;1.0;1.0
180.0;350.0;0.0;0.0;0.0;0.0;0.0;1.0
180.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
180.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;390.0;0.0;0.0;1.0;1.0;0.0;0.0
180.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;420.0;0.0;1.0;0.0;0.0;0.0;0.0
180.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;440.0;0.0;1.0;1.0;1.0;0.0;1.0
180.0;450.0;0.0;1.0;1.0;1.0;1.0;0.0
180.0;460.0;0.0;1.0;0.0;1.0;0.0;1.0
180.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
180.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
190.0;250.0;1.0;1.0;0.0;0.0;0.0;1.0
190.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;270.0;0.0;1.0;1.0;1.0;1.0;1.0
190.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;300.0;0.0;0.0;0.0;0.0;0.0;1.0
190.0;310.0;0.0;0.0;0.0;0.0;0.0;1.0
190.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;350.0;0.0;0.0;0.0;0.0;1.0;0.0
190.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
190.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;400.0;0.0;1.0;0.0;0.0;0.0;0.0
190.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;420.0;0.0;0.0;1.0;0.0;0.0;0.0
190.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;440.0;0.0;1.0;0.0;0.0;0.0;1.0
190.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;460.0;0.0;0.0;1.0;0.0;0.0;0.0
190.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
190.0;490.0;1.0;0.0;0.0;0.0;0.0;1.0
200.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
200.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;270.0;0.0;1.0;0.0;1.0;0.0;0.0
200.0;280.0;0.0;0.0;0.0;0.0;0.0;1.0
200.0;290.0;0.0;1.0;0.0;0.0;0.0;1.0
200.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;310.0;0.0;0.0;0.0;0.0;1.0;0.0
200.0;320.0;0.0;0.0;0.0;1.0;0.0;0.0
200.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;340.0;0.0;0.0;1.0;0.0;1.0;0.0
200.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;360.0;0.0;0.0;0.0;0.0;1.0;0.0
200.0;370.0;1.0;1.0;0.0;0.0;0.0;0.0
200.0;380.0;0.0;0.0;0.0;1.0;0.0;0.0
200.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;400.0;0.0;1.0;0.0;1.0;1.0;1.0
200.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;430.0;0.0;0.0;0.0;1.0;0.0;0.0
200.0;440.0;0.0;0.0;0.0;0.0;1.0;0.0
200.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;460.0;0.0;0.0;0.0;0.0;1.0;0.0
200.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
200.0;490.0;1.0;1.0;0.0;0.0;0.0;1.0
210.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
210.0;260.0;0.0;1.0;0.0;0.0;1.0;1.0
210.0;270.0;0.0;1.0;0.0;0.0;0.0;0.0
210.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;310.0;0.0;0.0;0.0;1.0;0.0;0.0
210.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;350.0;0.0;1.0;0.0;0.0;0.0;0.0
210.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
210.0;380.0;0.0;1.0;1.0;1.0;1.0;1.0
210.0;390.0;0.0;1.0;1.0;1.0;1.0;1.0
210.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;410.0;0.0;0.0;1.0;0.0;0.0;0.0
210.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;440.0;0.0;0.0;0.0;0.0;0.0;1.0
210.0;450.0;0.0;1.0;0.0;0.0;0.0;0.0
210.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
210.0;480.0;0.0;1.0;0.0;0.0;0.0;0.0
210.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
220.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
220.0;260.0;0.0;0.0;0.0;0.0;1.0;0.0
220.0;270.0;0.0;0.0;0.0;0.0;0.0;1.0
220.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;300.0;0.0;0.0;1.0;0.0;1.0;0.0
220.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;360.0;0.0;0.0;0.0;0.0;1.0;0.0
220.0;370.0;1.0;1.0;0.0;0.0;0.0;0.0
220.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;430.0;0.0;0.0;1.0;0.0;0.0;0.0
220.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;460.0;0.0;0.0;1.0;0.0;0.0;0.0
220.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
220.0;480.0;0.0;0.0;1.0;0.0;0.0;0.0
220.0;490.0;1.0;0.0;0.0;0.0;1.0;0.0
230.0;250.0;1.0;0.0;0.0;0.0;1.0;0.0
230.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;290.0;0.0;1.0;0.0;0.0;0.0;0.0
230.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;310.0;0.0;0.0;0.0;1.0;0.0;0.0
230.0;320.0;0.0;0.0;0.0;0.0;1.0;0.0
230.0;330.0;0.0;0.0;1.0;0.0;0.0;0.0
230.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;350.0;0.0;0.0;1.0;0.0;0.0;0.0
230.0;360.0;0.0;0.0;0.0;1.0;0.0;0.0
230.0;370.0;1.0;1.0;1.0;1.0;1.0;1.0
230.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;410.0;0.0;0.0;0.0;0.0;0.0;1.0
230.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;450.0;0.0;0.0;1.0;1.0;1.0;1.0
230.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
230.0;470.0;0.0;1.0;1.0;0.0;1.0;1.0
230.0;480.0;0.0;1.0;0.0;1.0;0.0;0.0
230.0;490.0;1.0;0.0;1.0;0.0;0.0;0.0
240.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
240.0;260.0;0.0;1.0;0.0;1.0;0.0;0.0
240.0;270.0;0.0;1.0;1.0;0.0;0.0;0.0
240.0;280.0;0.0;0.0;0.0;0.0;0.0;1.0
240.0;290.0;0.0;0.0;0.0;0.0;0.0;1.0
240.0;300.0;0.0;1.0;1.0;0.0;0.0;0.0
240.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;360.0;0.0;0.0;0.0;1.0;0.0;0.0
240.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
240.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;400.0;0.0;0.0;0.0;1.0;1.0;0.0
240.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;430.0;0.0;0.0;1.0;0.0;0.0;0.0
240.0;440.0;0.0;0.0;0.0;0.0;1.0;0.0
240.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;460.0;0.0;0.0;1.0;0.0;0.0;0.0
240.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
240.0;480.0;0.0;0.0;0.0;0.0;1.0;0.0
240.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
250.0;10.0;1.0;0.0;1.0;1.0;1.0;1.0
250.0;20.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;30.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;40.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;50.0;1.0;0.0;1.0;0.0;0.0;1.0
250.0;60.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;70.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;80.0;1.0;1.0;0.0;0.0;0.0;0.0
250.0;90.0;1.0;0.0;0.0;1.0;0.0;1.0
250.0;100.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;110.0;1.0;0.0;0.0;1.0;1.0;0.0
250.0;120.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;130.0;1.0;0.0;1.0;0.0;0.0;0.0
250.0;140.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;150.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;160.0;1.0;0.0;0.0;0.0;0.0;1.0
250.0;170.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;180.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;190.0;1.0;0.0;1.0;0.0;0.0;0.0
250.0;200.0;1.0;1.0;0.0;0.0;0.0;1.0
250.0;210.0;1.0;0.0;0.0;1.0;0.0;0.0
250.0;220.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;230.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;240.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;260.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;270.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;280.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;290.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;300.0;1.0;0.0;0.0;0.0;1.0;0.0
250.0;310.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;320.0;1.0;0.0;0.0;1.0;0.0;1.0
250.0;330.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;340.0;1.0;0.0;0.0;0.0;1.0;0.0
250.0;350.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;360.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;370.0;1.0;0.0;0.0;1.0;0.0;0.0
250.0;380.0;1.0;0.0;0.0;0.0;1.0;0.0
250.0;390.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;400.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;410.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;420.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;430.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;440.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;450.0;1.0;0.0;0.0;0.0;0.0;1.0
250.0;460.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;470.0;1.0;0.0;0.0;0.0;0.0;0.0
250.0;480.0;1.0;0.0;0.0;0.0;1.0;0.0
250.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
260.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
260.0;10.0;0.0;0.0;0.0;1.0;1.0;0.0
260.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;30.0;0.0;0.0;0.0;1.0;0.0;0.0
260.0;40.0;0.0;0.0;0.0;1.0;1.0;0.0
260.0;50.0;0.0;1.0;0.0;0.0;0.0;0.0
260.0;60.0;0.0;0.0;0.0;1.0;0.0;0.0
260.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;110.0;1.0;0.0;0.0;1.0;0.0;0.0
260.0;120.0;0.0;0.0;0.0;0.0;1.0;0.0
260.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;140.0;0.0;0.0;0.0;0.0;0.0;1.0
260.0;150.0;0.0;1.0;0.0;0.0;0.0;1.0
260.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
260.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;320.0;0.0;0.0;1.0;0.0;1.0;0.0
260.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;340.0;0.0;0.0;0.0;1.0;1.0;1.0
260.0;350.0;0.0;0.0;0.0;0.0;1.0;1.0
260.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
260.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;390.0;0.0;1.0;0.0;0.0;0.0;0.0
260.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;430.0;0.0;0.0;0.0;1.0;0.0;1.0
260.0;440.0;0.0;0.0;1.0;0.0;1.0;0.0
260.0;450.0;0.0;1.0;0.0;0.0;0.0;0.0
260.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;470.0;0.0;1.0;0.0;1.0;0.0;0.0
260.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
260.0;490.0;1.0;1.0;0.0;0.0;0.0;0.0
270.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
270.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;20.0;0.0;1.0;0.0;0.0;0.0;0.0
270.0;30.0;0.0;0.0;0.0;1.0;0.0;0.0
270.0;40.0;0.0;0.0;0.0;1.0;0.0;0.0
270.0;50.0;0.0;0.0;0.0;0.0;0.0;1.0
270.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;80.0;0.0;1.0;0.0;0.0;1.0;1.0
270.0;90.0;0.0;0.0;0.0;0.0;1.0;0.0
270.0;100.0;0.0;1.0;0.0;0.0;0.0;0.0
270.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
270.0;120.0;0.0;0.0;0.0;1.0;0.0;1.0
270.0;130.0;0.0;0.0;0.0;1.0;0.0;0.0
270.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;150.0;0.0;0.0;1.0;1.0;0.0;0.0
270.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;180.0;0.0;0.0;0.0;1.0;0.0;1.0
270.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;200.0;0.0;0.0;0.0;1.0;1.0;0.0
270.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;240.0;0.0;1.0;0.0;0.0;0.0;0.0
270.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
270.0;260.0;0.0;1.0;1.0;1.0;1.0;1.0
270.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;320.0;0.0;0.0;0.0;1.0;0.0;1.0
270.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;340.0;0.0;0.0;0.0;0.0;0.0;1.0
270.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;360.0;0.0;0.0;1.0;0.0;1.0;0.0
270.0;370.0;1.0;0.0;1.0;0.0;0.0;0.0
270.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;410.0;0.0;0.0;0.0;0.0;0.0;1.0
270.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;450.0;0.0;0.0;0.0;0.0;1.0;0.0
270.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
270.0;480.0;0.0;1.0;0.0;0.0;0.0;0.0
270.0;490.0;1.0;1.0;1.0;0.0;0.0;0.0
280.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
280.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;40.0;0.0;0.0;0.0;1.0;0.0;0.0
280.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;60.0;0.0;0.0;0.0;1.0;0.0;0.0
280.0;70.0;0.0;0.0;0.0;0.0;0.0;1.0
280.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
280.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;190.0;0.0;1.0;0.0;0.0;0.0;0.0
280.0;200.0;0.0;0.0;0.0;0.0;0.0;1.0
280.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;230.0;0.0;0.0;0.0;0.0;0.0;1.0
280.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;250.0;1.0;1.0;0.0;0.0;0.0;0.0
280.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;290.0;0.0;0.0;0.0;0.0;0.0;1.0
280.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;320.0;0.0;0.0;0.0;0.0;1.0;0.0
280.0;330.0;0.0;0.0;1.0;0.0;0.0;0.0
280.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
280.0;380.0;0.0;0.0;0.0;0.0;1.0;0.0
280.0;390.0;0.0;0.0;0.0;0.0;0.0;1.0
280.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;440.0;0.0;0.0;1.0;0.0;1.0;1.0
280.0;450.0;0.0;0.0;0.0;1.0;0.0;0.0
280.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;470.0;0.0;0.0;0.0;1.0;0.0;0.0
280.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
280.0;490.0;1.0;0.0;1.0;0.0;0.0;0.0
290.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
290.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0
290.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0
290.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;40.0;0.0;0.0;0.0;0.0;1.0;0.0
290.0;50.0;0.0;0.0;0.0;0.0;1.0;1.0
290.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
290.0;120.0;0.0;1.0;1.0;0.0;1.0;1.0
290.0;130.0;0.0;1.0;0.0;0.0;0.0;0.0
290.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;210.0;0.0;0.0;0.0;1.0;0.0;1.0
290.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;230.0;0.0;1.0;0.0;0.0;0.0;0.0
290.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;250.0;1.0;0.0;0.0;1.0;0.0;0.0
290.0;260.0;0.0;0.0;0.0;0.0;0.0;1.0
290.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;290.0;0.0;1.0;0.0;0.0;0.0;0.0
290.0;300.0;0.0;0.0;0.0;0.0;1.0;1.0
290.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;340.0;0.0;0.0;1.0;0.0;0.0;0.0
290.0;350.0;0.0;0.0;0.0;1.0;0.0;0.0
290.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
290.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;400.0;0.0;0.0;0.0;1.0;0.0;0.0
290.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
